Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDD16,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,596.5568
FDB35,Regular,Starchy Foods,OUT017,2007,Tier 2,Supermarket Type1,2297.01
FDS31,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,2886.9088
NCA53,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,340.2238
NCD19,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,828.921
FDP07,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,3731.809
FDA44,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,905.488
FDI14,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,1411.496
NCE31,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,173.108
FDJ14,Regular,Canned,OUT019,1985,Tier 1,Grocery Store,399.48
FDY44,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,982.055
FDZ26,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,2390.222
FDG26,Low Fat,Canned,OUT017,2007,Tier 2,Supermarket Type1,5382.993
FDN34,Regular,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,2536.698
DRG11,Low Fat,Hard Drinks,OUT018,2009,Tier 3,Supermarket Type2,1941.4728
FDH20,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,1448.115
FDX09,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1058.622
FDS09,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,759.012
NCJ43,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2093.2752
NCR05,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,7142.7024
DRE49,Low Fat,Soft Drinks,OUT013,1987,Tier 3,Supermarket Type1,2428.8384
FDZ59,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,3828.35
NCH43,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,431.4384
FDP03,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,1733.7432
DRC01,Regular,Soft Drinks,OUT027,1985,Tier 3,Supermarket Type3,1034.6532
FDX28,Low Fat,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,3174.5344
FDI19,Low Fat,Meat,OUT035,2004,Tier 2,Supermarket Type1,4604.6728
FDW15,Regular,Meat,OUT035,2004,Tier 2,Supermarket Type1,2820.9946
NCX18,Low Fat,Household,OUT019,1985,Tier 1,Grocery Store,196.411
FDF20,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,5715.2272
FDN57,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,3119.9388
NCM06,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,2471.4496
NCV53,Low Fat,Health and Hygiene,OUT018,2009,Tier 3,Supermarket Type2,3835.008
FDO20,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1261.691
FDV44,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,2285.0256
FDJ56,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,798.96
NCB18,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,2125.2336
FDZ20,Low Fat,Fruits and Vegetables,OUT010,1998,Tier 3,Grocery Store,508.6712
NCR50,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,1990.742
FDL24,Regular,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,3103.9596
FDU38,Low Fat,Dairy,OUT010,1998,Tier 3,Grocery Store,575.2512
DRB48,Regular,Soft Drinks,OUT010,1998,Tier 3,Grocery Store,157.1288
FDS27,Regular,Meat,OUT019,1985,Tier 1,Grocery Store,196.411
FDR43,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,805.618
FDI12,Regular,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,2548.6824
FDU08,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,3868.9638
FDT56,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,2143.2102
DRD15,Low Fat,Dairy,OUT019,1985,Tier 1,Grocery Store,697.0926
FDK26,Regular,Canned,OUT018,2009,Tier 3,Supermarket Type2,2423.512
DRJ13,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,2406.867
FDP44,Regular,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,1537.998
FDV40,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,739.038
FDN28,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,2063.98
FDY13,Low Fat,Canned,OUT017,2007,Tier 2,Supermarket Type1,1454.773
NCM17,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,356.8688
DRE48,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,3350.3056
FDA57,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,1358.232
NCX18,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,3731.809
DRK13,Low Fat,Soft Drinks,OUT027,1985,Tier 3,Supermarket Type3,3372.9428
FDL57,Regular,Snack Foods,OUT019,1985,Tier 1,Grocery Store,774.9912
FDR27,Regular,Meat,OUT010,1998,Tier 3,Grocery Store,397.4826
FDB52,Low Fat,Dairy,OUT049,1999,Tier 1,Supermarket Type1,3068.0064
FDQ10,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,3276.4018
FDY60,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,143.8128
FDH33,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,1362.2268
FDG56,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,2143.876
FDS07,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1366.2216
FDZ13,Regular,Canned,OUT045,2002,Tier 2,Supermarket Type1,1198.44
FDO31,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1757.712
DRD49,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,4767.128
FDW12,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,870.8664
FDP57,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1031.99
FDO21,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2025.3636
NCY18,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,4902.9512
NCR30,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,149.1392
FDZ20,Low Fat,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,2543.356
NCK17,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,479.376
FDX26,Low Fat,Dairy,OUT035,2004,Tier 2,Supermarket Type1,3101.2964
FDR24,Regular,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,1707.777
FDQ22,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,864.2084
FDP07,Low Fat,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,4910.275
FDV04,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,1257.0304
FDL48,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,243.017
FDE16,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,5001.4896
NCK42,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,4314.384
FDJ53,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,843.5686
FDH58,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2073.3012
FDD46,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1230.3984
FDW58,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,1693.7952
NCL07,Low Fat,Others,OUT046,1997,Tier 1,Supermarket Type1,639.168
FDU12,Regular,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,4745.8224
FDO52,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,3079.9908
FDT16,Regular,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,5466.8838
FDG12,Regular,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,2651.2156
FDX22,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,2103.928
DRG37,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,1090.5804
FDI26,Low Fat,Canned,OUT017,2007,Tier 2,Supermarket Type1,2141.2128
FDK34,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,2145.2076
FDO25,Low Fat,Canned,OUT010,1998,Tier 3,Grocery Store,419.454
FDV47,Low Fat,Breads,OUT017,2007,Tier 2,Supermarket Type1,591.8962
FDU13,Low Fat,Canned,OUT049,1999,Tier 1,Supermarket Type1,2501.4106
FDN57,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,850.8924
DRG01,Low Fat,Soft Drinks,OUT027,1985,Tier 3,Supermarket Type3,2679.845
FDU57,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,3611.2992
FDF24,Regular,Baking Goods,OUT027,1985,Tier 3,Supermarket Type3,3439.5228
FDP39,Low Fat,Meat,OUT018,2009,Tier 3,Supermarket Type2,727.0536
DRJ39,Low Fat,Dairy,OUT027,1985,Tier 3,Supermarket Type3,5695.2532
FDN02,Low Fat,Canned,OUT017,2007,Tier 2,Supermarket Type1,4762.4674
FDS24,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,265.6542
FDW51,Regular,Meat,OUT010,1998,Tier 3,Grocery Store,852.224
NCR29,Low Fat,Health and Hygiene,OUT035,2004,Tier 2,Supermarket Type1,735.709
FDE29,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,1151.1682
NCX54,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,2223.1062
FDF02,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,1857.582
NCR53,Low Fat,Health and Hygiene,OUT019,1985,Tier 1,Grocery Store,675.1212
FDV01,Regular,Canned,OUT019,1985,Tier 1,Grocery Store,155.1314
FDX46,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1185.124
DRD25,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,1697.79
FDX57,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2721.7904
FDA04,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,4920.9278
FDB04,Regular,Dairy,OUT019,1985,Tier 1,Grocery Store,351.5424
NCR41,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,856.8846
FDE24,Low Fat,Baking Goods,OUT010,1998,Tier 3,Grocery Store,284.9624
NCM41,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,838.908
DRG13,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,5920.2936
FDV34,Regular,Snack Foods,OUT010,1998,Tier 3,Grocery Store,147.8076
FDK24,Low Fat,Baking Goods,OUT019,1985,Tier 1,Grocery Store,135.8232
FDX46,Regular,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,651.8182
NCB31,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,2103.928
FDR55,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,2458.1336
FDY28,Regular,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,6411.654
FDM16,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1655.1788
FDJ33,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,2956.152
FDF33,Low Fat,Seafood,OUT018,2009,Tier 3,Supermarket Type2,1833.6132
DRH36,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,894.8352
NCS53,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,2852.2872
NCN53,Low Fat,Health and Hygiene,OUT019,1985,Tier 1,Grocery Store,105.8622
FDC38,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,1987.413
FDD36,Low Fat,Baking Goods,OUT010,1998,Tier 3,Grocery Store,118.5124
FDF22,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,2137.218
FDB16,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,1569.9564
FDR26,Low Fat,Dairy,OUT010,1998,Tier 3,Grocery Store,531.3084
FDO52,Regular,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,2224.4378
FDF16,Low Fat,Frozen Foods,OUT019,1985,Tier 1,Grocery Store,295.6152
FDR52,Regular,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,382.1692
FDW38,Regular,Dairy,OUT027,1985,Tier 3,Supermarket Type3,1348.245
FDK03,Regular,Dairy,OUT049,1999,Tier 1,Supermarket Type1,4578.0408
FDQ33,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,3761.77
DRF23,Low Fat,Hard Drinks,OUT045,2002,Tier 2,Supermarket Type1,2616.594
FDI15,Low Fat,Dairy,OUT049,1999,Tier 1,Supermarket Type1,3709.8376
NCL41,Low Fat,Health and Hygiene,OUT019,1985,Tier 1,Grocery Store,34.6216
FDW40,Regular,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,142.4812
FDZ12,Low Fat,Baking Goods,OUT010,1998,Tier 3,Grocery Store,572.588
FDK60,Regular,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,1749.7224
FDX25,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,2736.438
NCM30,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,701.7532
FDK14,Low Fat,Canned,OUT013,1987,Tier 3,Supermarket Type1,1310.2944
NCP18,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,1203.7664
FDH26,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,1552.6456
DRK23,Low Fat,Hard Drinks,OUT027,1985,Tier 3,Supermarket Type3,4301.068
FDB60,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,3110.6176
NCN17,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,1608.5728
FDE10,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,1705.1138
FDR58,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1018.0082
FDA33,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,3103.9596
FDN24,low fat,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,982.7208
DRI13,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,1736.4064
FDX21,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,2293.0152
FDQ40,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,3691.1952
FDX23,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,378.1744
FDD17,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,6893.0274
DRH03,Low Fat,Dairy,OUT035,2004,Tier 2,Supermarket Type1,279.636
FDG60,Low Fat,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,6093.4016
FDB32,Low Fat,Fruits and Vegetables,OUT019,1985,Tier 1,Grocery Store,187.7556
DRE12,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,792.302
FDR12,Regular,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,2233.0932
DRH11,Low Fat,Hard Drinks,OUT013,1987,Tier 3,Supermarket Type1,497.3526
FDY28,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,4274.436
FDR26,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,1239.7196
FDL27,Low Fat,Meat,OUT045,2002,Tier 2,Supermarket Type1,774.9912
FDJ15,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,7534.1928
FDU49,Regular,Canned,OUT018,2009,Tier 3,Supermarket Type2,2336.958
DRF51,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,607.2096
FDN12,Low Fat,Baking Goods,OUT010,1998,Tier 3,Grocery Store,223.7088
DRK23,Low Fat,Hard Drinks,OUT013,1987,Tier 3,Supermarket Type1,7843.124
FDL10,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1686.4714
FDX07,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,3844.995
FDO37,Low Fat,Breakfast,OUT013,1987,Tier 3,Supermarket Type1,2541.3586
NCA41,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,2886.243
NCQ06,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,3315.0182
FDJ48,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,5681.2714
DRD24,Low Fat,Soft Drinks,OUT027,1985,Tier 3,Supermarket Type3,2694.4926
FDW10,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,529.311
FDU51,Regular,Meat,OUT045,2002,Tier 2,Supermarket Type1,3896.2616
NCC31,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,3427.5384
FDY02,Regular,Dairy,OUT027,1985,Tier 3,Supermarket Type3,9467.676
FDU34,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,1618.5598
FDX21,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,109.1912
NCH29,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,978.726
DRL35,Low Fat,Hard Drinks,OUT049,1999,Tier 1,Supermarket Type1,952.094
DRN37,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,501.3474
NCN53,Low Fat,Health and Hygiene,OUT010,1998,Tier 3,Grocery Store,70.5748
FDL45,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,250.3408
FDA37,Regular,Canned,OUT018,2009,Tier 3,Supermarket Type2,2365.5874
FDK20,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,2695.1584
FDA49,Low Fat,Canned,OUT010,1998,Tier 3,Grocery Store,87.2198
FDG59,Low Fat,Starchy Foods,OUT045,2002,Tier 2,Supermarket Type1,1004.0264
FDV03,Low Fat,Meat,OUT027,1985,Tier 3,Supermarket Type3,2947.4966
FDF16,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,3103.9596
FDU36,Low Fat,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,886.8456
FDU35,Low Fat,Breads,OUT010,1998,Tier 3,Grocery Store,199.74
FDH08,Low Fat,Fruits and Vegetables,OUT019,1985,Tier 1,Grocery Store,459.402
FDF24,Regular,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,1146.5076
DRN36,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,479.376
FDS59,Regular,Breads,OUT013,1987,Tier 3,Supermarket Type1,2746.425
DRJ23,Low Fat,Hard Drinks,OUT017,2007,Tier 2,Supermarket Type1,4159.9184
DRF25,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,1171.808
FDL15,Low Fat,Meat,OUT049,1999,Tier 1,Supermarket Type1,1829.6184
NCP43,Low Fat,Others,OUT035,2004,Tier 2,Supermarket Type1,3415.554
FDB28,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,3361.6242
FDX50,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,663.1368
FDE41,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1437.4622
NCR50,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,2603.278
FDD41,Regular,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,2090.612
DRI11,Low Fat,Hard Drinks,OUT049,1999,Tier 1,Supermarket Type1,2073.3012
FDJ28,Low Fat,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,5772.486
FDP48,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,3844.995
FDY37,Regular,Canned,OUT013,1987,Tier 3,Supermarket Type1,2147.205
NCC07,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,1577.946
FDJ10,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1966.7732
FDY37,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,3292.381
NCL19,Low Fat,Others,OUT049,1999,Tier 1,Supermarket Type1,2719.793
FDI50,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,5496.8448
FDO39,Regular,Meat,OUT046,1997,Tier 1,Supermarket Type1,3858.9768
FDO25,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,2306.997
FDE24,Low Fat,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,1139.8496
FDW19,Regular,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,1757.712
FDT36,Low Fat,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,564.5984
FDH16,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,808.947
DRM37,Low Fat,Soft Drinks,OUT018,2009,Tier 3,Supermarket Type2,3941.536
NCN07,Low Fat,Others,OUT049,1999,Tier 1,Supermarket Type1,1845.5976
FDK25,Regular,Breakfast,OUT045,2002,Tier 2,Supermarket Type1,2863.6058
FDK41,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,852.224
DRL60,Low Fat,Soft Drinks,OUT010,1998,Tier 3,Grocery Store,457.4046
FDR43,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,256.333
FDY15,Regular,Dairy,OUT049,1999,Tier 1,Supermarket Type1,2034.019
FDW08,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1278.336
DRE15,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,1366.2216
NCO30,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2940.1728
FDO32,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,885.514
FDH05,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,2316.984
FDH10,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,8912.3988
FDP58,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,2847.6266
NCH43,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,1725.7536
FDZ32,Regular,Fruits and Vegetables,OUT019,1985,Tier 1,Grocery Store,420.7856
FDU12,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,5800.4496
FDM36,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,3448.844
NCP50,Low Fat,Others,OUT027,1985,Tier 3,Supermarket Type3,2175.1686
DRB25,Low Fat,Soft Drinks,OUT013,1987,Tier 3,Supermarket Type1,2036.6822
FDU15,Regular,Meat,OUT013,1987,Tier 3,Supermarket Type1,683.1108
FDF58,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,63.251
FDX35,Regular,Breads,OUT019,1985,Tier 1,Grocery Store,455.4072
FDX51,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,2348.9424
FDB47,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2090.612
FDL51,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,3430.2016
NCM29,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,2885.5772
FDB29,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,1488.7288
FDS25,Regular,Canned,OUT018,2009,Tier 3,Supermarket Type2,663.1368
FDR36,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,251.6724
FDQ27,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,2889.572
FDZ22,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,1498.05
FDB02,Regular,Canned,OUT013,1987,Tier 3,Supermarket Type1,3528.74
FDZ34,Low Fat,Starchy Foods,OUT046,1997,Tier 1,Supermarket Type1,3861.64
FDL46,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,353.5398
FDN38,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,4756.4752
FDK04,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,801.6232
NCF31,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,1821.6288
FDV59,Low Fat,Breads,OUT010,1998,Tier 3,Grocery Store,1524.0162
FDU13,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,4414.254
FDV14,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,1142.5128
FDR09,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,1035.9848
DRP47,Low Fat,Hard Drinks,OUT013,1987,Tier 3,Supermarket Type1,3280.3966
FDC23,Low Fat,Starchy Foods,OUT018,2009,Tier 3,Supermarket Type2,3199.8348
FDU33,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,780.9834
FDS27,Regular,Meat,OUT013,1987,Tier 3,Supermarket Type1,2553.343
DRO59,Low Fat,Hard Drinks,OUT045,2002,Tier 2,Supermarket Type1,834.9132
FDD48,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,2748.4224
FDL33,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,1761.7068
NCK30,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,2283.0282
NCP42,Low Fat,Household,OUT019,1985,Tier 1,Grocery Store,387.4956
FDP11,Low Fat,Breads,OUT017,2007,Tier 2,Supermarket Type1,4789.7652
FDV52,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,2828.3184
FDW33,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,2024.032
FDR19,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1603.9122
FDW31,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,3981.484
DRJ51,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,4146.6024
FDU35,Low Fat,Breads,OUT027,1985,Tier 3,Supermarket Type3,3395.58
FDT37,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,2040.0112
FDK56,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,3554.7062
FDY24,Regular,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,539.298
FDS02,Regular,Dairy,OUT046,1997,Tier 1,Supermarket Type1,3901.588
FDP39,Low Fat,Meat,OUT019,1985,Tier 1,Grocery Store,311.5944
NCG07,Low Fat,Household,OUT019,1985,Tier 1,Grocery Store,189.753
FDP58,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,219.0482
FDP46,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2606.607
FDZ34,Low Fat,Starchy Foods,OUT035,2004,Tier 2,Supermarket Type1,6757.87
FDZ57,Regular,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,642.497
FDH34,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,5386.9878
